"synonym","species"
"Polyaulax_cylindrocarpa","Meiogyne_cylindrocarpa"
"Polycycnis_ornata","Polycycnis_surinamensis"
"Polygonum_bistorta","Persicaria_bistorta"
"Polygonum_dichotomum","Persicaria_dichotoma"
"Polygonum_viviparum","Persicaria_vivipara"
"Polyspora_kwangsiensis","Polyspora_speciosa"
"Polyspora_yunnanensis","Camellia_taliensis"
"Polytrias_amaura","Polytrias_indica"
"Polyxena_corymbosa","Lachenalia_corymbosa"
"Polyxena_ensifolia","Lachenalia_ensifolia"
"Ponera_australis","Ponera_striata"
"Porcelia_microcarpa","Sapranthus_microcarpus"
"Portea_leptantha","Aechmea_leptantha"
"Porterandia_crosbyi","Atractocarpus_crosbyi"
"Potameia_obovata","Potameia_thouarsiana"
"Potamogeton_filiformis","Stuckenia_pectinata"
"Potamogeton_helveticus","Stuckenia_pectinata"
"Potamogeton_pectinatus","Stuckenia_pectinata"
"Potamogeton_vaginatus","Stuckenia_vaginata"
"Potentilla_salesoviana","Comarum_salesovianum"
"Potentilla_tridentata","Sibbaldia_tridentata"
"Pouchetia_gilletii","Pouchetia_baumanniana"
"Pouteria_aningeri","Pouteria_pierrei"
"Pouteria_arnhemica","Planchonella_arnhemica"
"Pouteria_australis","Planchonella_australis"
"Pouteria_baueri","Beccariella_baueri"
"Pouteria_benoistii","Pouteria_hispida"
"Pouteria_castanosperma","Van-royena_castanosperma"
"Pouteria_chartacea","Planchonella_chartacea"
"Pouteria_cinerea","Planchonella_cinerea"
"Pouteria_duclitan","Planchonella_duclitan"
"Pouteria_eerwah","Planchonella_eerwah"
"Pouteria_endlicheri","Planchonella_endlicheri"
"Pouteria_garberi","Planchonella_garberi"
"Pouteria_intermedia","Niemeyera_intermedia"
"Pouteria_kaernbachiana","Planchonella_kaernbachiana"
"Pouteria_lauterbachiana","Pichonia_lauterbachiana"
"Pouteria_linggensis","Planchonella_chartacea"
"Pouteria_maingayi","Planchonella_maingayi"
"Pouteria_membranacea","Planchonella_membranacea"
"Pouteria_microphylla","Planchonella_microphylla"
"Pouteria_minutiflora","Pouteria_coriacea"
"Pouteria_moluccana","Planchonella_moluccana"
"Pouteria_myrsinodendron","Planchonella_myrsinodendron"
"Pouteria_myrsinoides","Planchonella_myrsinoides"
"Pouteria_nitida","Planchonella_duclitan"
"Pouteria_obovoidea","Planchonella_myrsinodendron"
"Pouteria_papyracea","Beccariella_papyracea"
"Pouteria_pentasperma","Chrysophyllum_venezuelanense"
"Pouteria_purusiana","Pouteria_rostrata"
"Pouteria_queenslandica","Beccariella_queenslandica"
"Pouteria_rivicoa","Pouteria_macrophylla"
"Pouteria_rubicunda","Beccariella_rubicunda"
"Pouteria_scytalophora","Pouteria_bangii"
"Pouteria_sericea","Sersalisia_sericea"
"Pouteria_solimoesensis","Pouteria_hispida"
"Pouteria_splendens","Pouteria_valparadisaea"
"Pouteria_suavis","Pouteria_gardneriana"
"Pouteria_thyrsoidea","Planchonella_thyrsoidea"
"Pouteria_torricellensis","Planchonella_torricellensis"
"Pouteria_trichopoda","Pouteria_hispida"
"Pouteria_vestita","Sarcaulus_vestitus"
"Pouteria_vitiensis","Planchonella_vitiensis"
"Pouteria_vrieseana","Planchonella_vrieseana"
"Pouteria_xerocarpa","Beccariella_xerocarpa"
"Pratia_borneensis","Lobelia_borneensis"
"Pratia_nummularia","Lobelia_nummularia"
"Premna_latifolia","Premna_mollissima"
"Premna_lignum-vitae","Vitex_lignum-vitae"
"Prestonia_acutifolia","Prestonia_quinquangularis"
"Prestonia_obovata","Prestonia_trifida"
"Priamosia_domingensis","Xylosma_domingensis"
"Primula_boothii","Primula_bracteosa"
"Prosopis_algarobilla","Prosopis_affinis"
"Protea_arborea","Protea_nitida"
"Protea_barbigera","Protea_magnifica"
"Protea_grandiflora","Protea_nitida"
"Protea_latifolia","Protea_eximia"
"Protea_marginata","Protea_laurifolia"
"Protea_mellifera","Protea_repens"
"Protea_rosacea","Protea_nana"
"Protium_correae","Protium_confusum"
"Protium_fimbriatum","Protium_amazonicum"
"Protium_insigne","Protium_sagotianum"
"Protium_paraense","Protium_altsonii"
"Protorhus_ditimena","Abrahamia_ditimena"
"Protorhus_sericea","Abrahamia_sericea"
"Protorhus_thouarsii","Rhus_thouarsii"
"Prumnopitys_amara","Sundacarpus_amarus"
"Psammochloa_mongolica","Psammochloa_villosa"
"Pseudobaccharis_spartioides","Psila_spartioides"
"Pseudocarapa_nitidula","Anthocarpa_nitidula"
"Pseudocatalpa_caudiculata","Tanaecium_caudiculatum"
"Pseudogaillonia_hymenostephana","Plocama_hymenostephana"
"Pseudolmedia_oxyphyllaria","Pseudolmedia_glabrata"
"Pseudopanax_anomalus","Raukaua_anomalus"
"Pseudopanax_arboreus","Neopanax_arboreus"
"Pseudopanax_macintyrei","Neopanax_macintyrei"
"Pseudoraphis_depauperata","Pseudoraphis_sordida"
"Pseudosabicea_arborea","Sabicea_arborea"
"Pseudosamanea_guachapele","Albizia_guachapele"
"Pseudosciadium_balansae","Delarbrea_balansae"
"Pseudoxandra_guianensis","Pseudoxandra_lucida"
"Psidium_anglohondurense","Chamguava_schippii"
"Psidium_longipes","Mosiera_longipes"
"Psiguria_bignoniacea","Gurania_bignoniacea"
"Psittacanthus_collum-cygni","Psittacanthus_eucalyptifolius"
"Psoralea_simplicifolia","Orbexilum_virgatum"
"Psychotria_brachybotrya","Psychotria_gracilenta"
"Psychotria_dolichophylla","Carapichea_dolichophylla"
"Psychotria_emetica","Ronabea_emetica"
"Psychotria_graciliflora","Psychotria_biaristata"
"Psychotria_sulzneri","Psychotria_tenuifolia"
"Psychotria_uliginosa","Notopleura_uliginosa"
"Ptaeroxylon_utile","Ptaeroxylon_obliquum"
"Pterocarpus_vernalis","Pterocarpus_acapulcensis"
"Pterocarya_paliurus","Cyclocarya_paliurus"
"Pterodon_pubescens","Pterodon_emarginatus"
"Ptilanthelium_deustum","Ptilothrix_deusta"
"Ptychoraphis_singaporensis","Rhopaloblaste_singaporensis"
"Puccinellia_kengiana","Pseudosclerochloa_kengiana"
"Puccinellia_rupestris","Pseudosclerochloa_rupestris"
"Putoria_calabrica","Plocama_calabrica"
"Pyrostegia_cinerea","Cuspidaria_cinerea"
"Pyrus_coronaria","Sorbus_coronaria"
"Pyrus_japonica","Chaenomeles_japonica"
"Pyrus_melanocarpa","Photinia_melanocarpa"
"Qualea_cassiquiarensis","Ruizterania_cassiquiarensis"
"Qualea_lancifolia","Qualea_gracilior"
"Quararibea_muricata","Matisia_ochrocalyx"
"Quercus_abendanonii","Lithocarpus_havilandii"
"Quercus_beadlei","Quercus_saulii"
"Quercus_brachyclada","Lithocarpus_celebicus"
"Quercus_crassinervia","Lithocarpus_crassinervius"
"Quercus_curtisii","Lithocarpus_curtisii"
"Quercus_daphnoidea","Lithocarpus_daphnoideus"
"Quercus_dealbata","Quercus_floribunda"
"Quercus_dunnii","Quercus_palmeri"
"Quercus_lanuginosa","Quercus_franchetii"
"Quercus_liaotungensis","Quercus_wutaishanica"
"Quercus_nubium","Quercus_sessilifolia"
"Quercus_pallida","Lithocarpus_pallidus"
"Quercus_platycarpa","Lithocarpus_platycarpus"
"Quercus_poculiformis","Lithocarpus_daphnoideus"
"Quercus_prinus","Quercus_michauxii"
"Quercus_reflexa","Lithocarpus_coopertus"
"Quiina_albiflora","Quiina_obovata"
"Quisqualis_indica","Quisqualis_malabarica"
"Rabdosia_amethystoides","Isodon_amethystoides"
"Racinaea_elegans","Tillandsia_elegans"
"Racinaea_fraseri","Tillandsia_fraseri"
"Racinaea_ropalocarpa","Tillandsia_ropalocarpa"
"Radinosiphon_cameronii","Radinosiphon_leptostachya"
"Radinosiphon_holostachya","Radinosiphon_leptostachya"
"Ramatuela_argentea","Terminalia_ramatuella"
"Ramatuela_virens","Terminalia_virens"
"Randia_exaltata","Rothmannia_exaltata"
"Randia_henryi","Aidia_henryi"
"Randia_oppositifolia","Aidia_densiflora"
"Randia_racemosa","Hypobathrum_racemosum"
"Randia_ruiziana","Rosenbergiodendron_longiflorum"
"Randia_scortechinii","Porterandia_scortechinii"
"Ranunculus_garganicus","Ranunculus_millefoliatus"
"Ranunculus_grandiflorus","Ranunculus_ampelophyllus"
"Ranunculus_hilarii","Ranunculus_platensis"
"Ranunculus_lenormandii","Ranunculus_omiophyllus"
"Ranunculus_lomatocarpus","Ranunculus_cornutus"
"Ranunculus_petiveri","Ranunculus_tripartitus"
"Ranunculus_spitsbergensis","Coptidium_spitsbergense"
"Ranunculus_testiculatus","Ceratocephala_testiculata"
"Ranunculus_texensis","Ranunculus_laxicaulis"
"Rapanea_guianensis","Myrsine_guianensis"
"Rapanea_howittiana","Myrsine_howittiana"
"Rapanea_neriifolia","Myrsine_seguinii"
"Rapanea_ralstoniae","Myrsine_ralstoniae"
"Rapanea_venosa","Myrsine_venosa"
"Ravensara_acuminata","Cryptocarya_litoralis"
"Ravensara_aromatica","Cryptocarya_agathophylla"
"Ravensara_gracilis","Cryptocarya_septentrionalis"
"Ravensara_ovalifolia","Cryptocarya_ovalifolia"
"Rehderodendron_tsiangii","Rehderodendron_kweichowense"
"Remijia_pedunculata","Ciliosemina_pedunculata"
"Renata_canaanensis","Pseudolaelia_canaanensis"
"Renealmia_sylvestris","Renealmia_striata"
"Renvoizea_acicularifolia","Panicum_acicularifolium"
"Renvoizea_durifolia","Panicum_durifolium"
"Renvoizea_marauensis","Panicum_marauense"
"Renvoizea_restingae","Panicum_restingae"
"Renvoizea_sacciolepoides","Panicum_sacciolepoides"
"Renvoizea_vaginiviscosa","Panicum_vaginiviscosum"
"Restio_complanatus","Eurychorda_complanata"
"Restio_dimorphus","Chordifex_dimorphus"
"Restio_gracilis","Baloskion_gracile"
"Restrepiopsis_striata","Pleurothallopsis_striata"
"Reverchonia_arenaria","Phyllanthus_warnockii"
"Rhadamanthus_mascarenensis","Drimia_mascarenensis"
"Rhagodia_gaudichaudiana","Chenopodium_gaudichaudianum"
"Rhamnella_obovalis","Rhamnella_franguloides"
"Rhamnus_capreifolia","Frangula_capreifolia"
"Rhamnus_zeyheri","Berchemia_zeyheri"
"Rheedia_acuminata","Garcinia_madruno"
"Rheedia_edulis","Garcinia_intermedia"
"Rheedia_madruno","Garcinia_madruno"
"Rheome_maximiliani","Moraea_maximiliani"
"Rheome_umbellata","Moraea_umbellata"
"Rheum_franzenbachii","Rheum_rhabarbarum"
"Rheum_undulatum","Rheum_rhabarbarum"
"Rhinerrhiza_moorei","Rhinerrhizopsis_moorei"
"Rhizophora_candelaria","Rhizophora_apiculata"
"Rhodamnia_spongiosa","Rhodamnia_glauca"
"Rhodamnia_trinervia","Rhodamnia_rubescens"
"Rhodiola_rotundata","Rhodiola_crenulata"
"Rhodocalyx_rotundifolius","Prestonia_erecta"
"Rhododendron_brachycarpum","Rhododendron_fauriei"
"Rhododendron_chamaecistus","Rhodothamnus_chamaecistus"
"Rhododendron_rubropunctatum","Rhododendron_hyperythrum"
"Rhodognaphalopsis_discolor","Pachira_sordida"
"Rhodognaphalopsis_humilis","Pachira_humilis"
"Rhus_ambigua","Toxicodendron_orientale"
"Rhus_diversiloba","Toxicodendron_diversilobum"
"Rhus_hirta","Rhus_typhina"
"Rhus_javanica","Brucea_javanica"
"Rhus_metopium","Metopium_brownei"
"Rhus_pentaphylla","Searsia_pentaphylla"
"Rhus_rhetsoides","Toxicodendron_rhetsoides"
"Rhus_sylvestris","Toxicodendron_sylvestre"
"Rhus_toxicodendron","Toxicodendron_pubescens"
"Rhus_trichocarpa","Toxicodendron_trichocarpum"
"Rhus_tripartita","Searsia_tripartita"
"Rhytidophyllum_auriculatum","Gesneria_auriculatum"
"Ribes_gayanum","Ribes_trilobum"
"Richeriella_gracilis","Flueggea_gracilis"
"Rigidella_immaculata","Tigridia_immaculata"
"Rigidella_inusitata","Tigridia_inusitata"
"Rigidella_orthantha","Tigridia_orthantha"
"Robinia_coccinea","Ormosia_coccinea"
"Robsonodendron_maritimum","Cassine_maritima"
"Roentgenia_bracteomana","Bignonia_bracteomana"
"Roggeveldia_fistulosa","Moraea_fistulosa"
"Rogiera_suffrutescens","Rovaeanthus_suffrutescens"
"Rollinia_annonoides","Annona_annonoides"
"Rollinia_membranacea","Annona_rensoniana"
"Romulea_campanuloides","Romulea_camerooniana"
"Rondeletia_acuminata","Arachnothryx_scabra"
"Rondeletia_galeottii","Renistipula_galeottii"
"Rosa_minutifolia","Hesperhodos_minutifolia"
"Roucheria_punctata","Roucheria_columbiana"
"Roupala_glabrata","Helicia_robusta"
"Rourea_brachyandra","Santaloides_brachyandrum"
"Ruagea_surutuensis","Ruagea_insignis"
"Rubus_leucodermis","Melanobatus_leucodermis"
"Rudgea_bracteata","Rudgea_bremekampiana"
"Rudgea_carolina","Rudgea_lanceifolia"
"Rudgea_sessiliflora","Rudgea_panurensis"
"Rudolfiella_saxicola","Rudolfiella_floribunda"
"Ruellia_bracteata","Petalidium_barlerioides"
"Ruellia_malacosperma","Ruellia_simplex"
"Ruizterania_albiflora","Qualea_albiflora"
"Rulingia_procumbens","Commersonia_procumbens"
"Rustia_splendens","Rustia_thibaudioides"
"Rytidosperma_exiguum","Pyrrhanthera_exigua"
"Rytigynia_schumannii","Rytigynia_uhligii"
"Sabal_adansonii","Sabal_minor"
"Sabinea_punicea","Poitea_punicea"
"Saccellium_brasiliense","Cordia_brasiliensis"
"Sacoglottis_procera","Humiriastrum_procerum"
"Salacia_bailloniana","Dicarpellum_baillonianum"
"Salacia_megistophylla","Salacia_cordata"
"Salacia_pancheri","Dicarpellum_pancheri"
"Salacia_pronyensis","Dicarpellum_pronyense"
"Salacia_undulata","Salacia_arborea"
"Salazaria_mexicana","Scutellaria_mexicana"
"Salicornia_fragilis","Salicornia_emerici"
"Salix_eriophylla","Salix_psilostigma"
"Salix_flavida","Salix_gordejevii"
"Salix_koreensis","Salix_pierotii"
"Salix_macrolepis","Chosenia_arbutifolia"
"Salix_mongolica","Salix_miyabeana"
"Salix_multinervis","Salix_integra"
"Salix_opaca","Salix_sachalinensis"
"Salix_subreniformis","Salix_kurilensis"
"Salpinctes_kalmiifolius","Mandevilla_kalmiifolia"
"Salpistele_pensilis","Andinia_pensilis"
"Salvia_amarissima","Salvia_circinnata"
"Salvia_guaranitica","Salvia_coerulea"
"Salvia_riparia","Salvia_misella"
"Samadera_indica","Quassia_indica"
"Sampaiella_trichoclada","Adenocalymma_trichocladum"
"Sandoricum_indicum","Sandoricum_koetjape"
"Sapium_aereum","Sapium_glandulosum"
"Sapium_baccatum","Balakata_baccata"
"Sapium_caudatum","Sapium_pachystachys"
"Sapium_discolor","Triadica_cochinchinensis"
"Sapium_ellipticum","Shirakiopsis_elliptica"
"Sapium_ixiamasense","Sapium_glandulosum"
"Sapium_jamaicense","Sapium_glandulosum"
"Sapium_japonicum","Neoshirakia_japonica"
"Sapium_luzonicum","Balakata_luzonica"
"Sapium_nitidum","Sapium_glandulosum"
"Sapium_pedicellatum","Sapium_macrocarpum"
"Sapium_rotundifolium","Triadica_rotundifolia"
"Saponaria_vaccaria","Vaccaria_hispanica"
"Sarcocephalus_diderrichii","Nauclea_diderrichii"
"Saritaea_magnifica","Bignonia_magnifica"
"Sarmienta_repens","Sarmienta_scandens"
"Saropsis_fastigiata","Chordifex_fastigiatus"
"Satureja_chandleri","Clinopodium_chandleri"
"Satureja_polycephala","Clinopodium_polycephalum"
"Satureja_viminea","Clinopodium_vimineum"
"Satyrium_cheirophorum","Satyrium_macrophyllum"
"Satyrium_emarcidum","Satyrium_ligulatum"
"Saussurea_superba","Saussurea_hieracioides"
"Savia_bahamensis","Heterosavia_bahamensis"
"Savia_bojeriana","Wielandia_bojeriana"
"Saxifraga_continentalis","Saxifraga_fragosoi"
"Saxifragella_albowiana","Saxifragodes_albowiana"
"Scaevola_spinescens","Crossotoma_spinescens"
"Scaphium_borneense","Scaphium_macropodum"
"Scaphium_lychnophorum","Scaphium_affine"
"Scheelea_butyracea","Attalea_butyracea"
"Schefflera_calyptrata","Schefflera_avenis"
"Schefflera_fasciculifoliolata","Schefflera_laxiuscula"
"Schefflera_glomerulata","Schefflera_pauciflora"
"Schefflera_impressa","Schefflera_rhododendrifolia"
"Schefflera_mildbraedii","Schefflera_goetzenii"
"Schefflera_octophylla","Schefflera_heptaphylla"
"Schefflera_vietnamensis","Schefflera_chapana"
"Schellenbergia_sterculiifolia","Vismianthus_sterculiifolius"
"Schenckia_blumenaviensis","Deppea_blumenaviensis"
"Schinopsis_haenkeana","Schinopsis_marginata"
"Schizodium_bifidum","Disa_bifida"
"Schizodium_flexuosum","Disa_flexuosa"
"Schizodium_inflexum","Disa_inflexa"
"Schizodium_satyrioides","Disa_biflora"
"Schizolobium_excelsum","Schizolobium_parahyba"
"Schizonepeta_tenuifolia","Nepeta_tenuifolia"
"Schizostylis_coccinea","Hesperantha_coccinea"
"Schnarfia_messeniaca","Scilla_messeniaca"
"Schoenocrambe_linifolia","Neuontobotrys_linearifolia"
"Schoenoplectus_articulatus","Schoenoplectiella_articulata"
"Schoenoplectus_erectus","Schoenoplectiella_erecta"
"Schoenoplectus_junceus","Schoenoplectiella_juncea"
"Schoenoplectus_juncoides","Schoenoplectiella_juncoides"
"Schoenoxiphium_burkei","Schoenoxiphium_dregeanum"
"Scholtzia_involucrata","Scholtzia_obovata"
"Schomburgkia_lyonsii","Laelia_lyonsii"
"Schomburgkia_splendida","Laelia_splendida"
"Schomburgkia_undulata","Laelia_undulata"
"Schradera_vahlii","Schradera_exotica"
"Scilla_autumnalis","Prospero_autumnale"
"Scilla_plumbea","Merwilla_plumbea"
"Scindapsus_aureus","Epipremnum_aureum"
"Scirpus_articulatus","Schoenoplectiella_articulata"
"Scirpus_cespitosus","Fimbristylis_caespitosa"
"Scirpus_clintonii","Trichophorum_clintonii"
"Scirpus_cylindricus","Bolboschoenus_novae-angliae"
"Scirpus_debilis","Schoenoplectiella_purshiana"
"Scirpus_heterochaetus","Schoenoplectus_heterochaetus"
"Scirpus_mucronatus","Schoenoplectiella_supina"
"Scirpus_pungens","Hypolytrum_pulchrum"
"Scirpus_squarrosus","Lipocarpha_squarrosa"
"Scirpus_subterminalis","Schoenoplectus_subterminalis"
"Scirpus_torreyi","Schoenoplectus_torreyi"
"Scirpus_verecundus","Trichophorum_planifolium"
"Sclerothrix_fasciculata","Klaprothia_fasciculata"
"Scorzonera_cana","Podospermum_canum"
"Searsia_longipes","Rhus_longipes"
"Sebastiania_klotzschiana","Sebastiania_commersoniana"
"Securinega_flexuosa","Flueggea_flexuosa"
"Securinega_guaraiuva","Savia_dictyocarpa"
"Securinega_samoana","Flueggea_flexuosa"
"Securinega_suffruticosa","Flueggea_suffruticosa"
"Sedum_alboroseum","Hylotelephium_erythrostictum"
"Semaphyllanthe_megistocaula","Calycophyllum_megistocaulum"
"Senecio_argyrotrichus","Graphistylis_argyrotricha"
"Senecio_fadyenii","Odontocline_fadyenii"
"Senecio_obovatus","Packera_obovata"
"Senecio_pauperculus","Packera_paupercula"
"Senecio_swartzianus","Odontocline_laciniata"
"Senefeldera_inclinata","Pseudosenefeldera_inclinata"
"Senefeldera_macrophylla","Rhodothyrsus_macrophyllus"
"Senegalia_berlandieri","Acacia_berlandieri"
"Senna_glanduligera","Senna_gaudichaudii"
"Sepalosaccus_humilis","Camaridium_strumatum"
"Serissa_foetida","Serissa_japonica"
"Serissa_serissoides","Serissa_japonica"
"Serjania_grandiflora","Serjania_corindifolia"
"Serjania_subdentata","Serjania_corindifolia"
"Sessilistigma_radians","Moraea_radians"
"Shaniodendron_subaequale","Parrotia_subaequalis"
"Shorea_chinensis","Hopea_chinensis"
"Sideroxylon_angustum","Sideroxylon_acunae"
"Sideroxylon_australe","Planchonella_australis"
"Sideroxylon_bodinieri","Handeliodendron_bodinieri"
"Sideroxylon_marmulano","Sideroxylon_mirmulans"
"Sideroxylon_mayumbense","Englerophytum_mayumbense"
"Sieversia_pentapetala","Geum_pentapetalum"
"Simaba_multiflora","Simaba_orinocensis"
"Sinarundinaria_nitida","Fargesia_nitida"
"Sinocalycanthus_chinensis","Calycanthus_chinensis"
"Siparuna_amazonica","Siparuna_poeppigii"
"Siparuna_andina","Siparuna_thecaphora"
"Siparuna_crassiflora","Siparuna_cuspidata"
"Siparuna_diandra","Siparuna_thecaphora"
"Siparuna_gilgiana","Siparuna_thecaphora"
"Siparuna_goudotiana","Siparuna_lepidota"
"Siparuna_mollicoma","Siparuna_sessiliflora"
"Siparuna_nicaraguensis","Siparuna_thecaphora"
"Siparuna_riparia","Siparuna_thecaphora"
"Siparuna_tetraceroides","Siparuna_gesnerioides"
"Siparuna_tonduziana","Siparuna_grandiflora"
"Sisymbrium_frutescens","Neuontobotrys_frutescens"
"Sisyrinchium_arenicola","Sisyrinchium_fuscatum"
"Sisyrinchium_asheianum","Sisyrinchium_albidum"
"Sisyrinchium_bicknellianum","Sisyrinchium_nashii"
"Sisyrinchium_brownei","Sisyrinchium_rosulatum"
"Sisyrinchium_bushii","Sisyrinchium_pruinosum"
"Sisyrinchium_cervantesii","Tigridia_augusta"
"Sisyrinchium_colubriferum","Sisyrinchium_ensigerum"
"Sisyrinchium_corymbosum","Sisyrinchium_atlanticum"
"Sisyrinchium_dimorphum","Sisyrinchium_biforme"
"Sisyrinchium_exile","Sisyrinchium_rosulatum"
"Sisyrinchium_farwellii","Sisyrinchium_fuscatum"
"Sisyrinchium_flaccidum","Sisyrinchium_langloisii"
"Sisyrinchium_flexile","Sisyrinchium_atlanticum"
"Sisyrinchium_gilbertii","Sisyrinchium_hasslerianum"
"Sisyrinchium_gracile","Sisyrinchium_megapotamicum"
"Sisyrinchium_greenei","Sisyrinchium_bellum"
"Sisyrinchium_hastile","Sisyrinchium_albidum"
"Sisyrinchium_hesperium","Sisyrinchium_bellum"
"Sisyrinchium_incrustatum","Sisyrinchium_fuscatum"
"Sisyrinchium_maritimum","Sisyrinchium_bellum"
"Sisyrinchium_palenae","Sisyrinchium_patagonicum"
"Sisyrinchium_porphyreum","Olsynium_porphyreum"
"Sisyrinchium_rahmeri","Sisyrinchium_patagonicum"
"Sisyrinchium_recurvatum","Sisyrinchium_miamiense"
"Sisyrinchium_rufipes","Sisyrinchium_fuscatum"
"Sisyrinchium_scoparium","Sisyrinchium_atlanticum"
"Sisyrinchium_tenellum","Sisyrinchium_fuscatum"
"Sisyrinchium_texanum","Sisyrinchium_pruinosum"
"Sisyrinchium_tortum","Sisyrinchium_nashii"
"Sisyrinchium_tracyi","Sisyrinchium_atlanticum"
"Sisyrinchium_trinerve","Olsynium_trinerve"
"Sisyrinchium_varians","Sisyrinchium_pruinosum"
"Sisyrinchium_violaceum","Sisyrinchium_atlanticum"
"Sloanea_formosana","Sloanea_dasycarpa"
"Sloanea_picapica","Sloanea_ptariana"
"Smilacina_trifolia","Maianthemum_trifolium"
"Smilax_cumanensis","Smilax_canellifolia"
"Socratea_durissima","Socratea_exorrhiza"
"Solanum_antillarum","Solanum_aphyodendron"
"Solanum_conditum","Solanum_aridum"
"Solanum_drymophilum","Solanum_ensifolium"
"Solanum_ellipticum","Pionandra_elliptica"
"Solanum_inaequale","Solanum_pseudoquina"
"Solanum_salviifolium","Solanum_rugosum"
"Solenomelus_chilensis","Libertia_chilensis"
"Solenomelus_lechleri","Solenomelus_segethi"
"Sollya_heterophylla","Billardiera_heterophylla"
"Sonchus_megalocarpus","Actites_megalocarpa"
"Sophiopsis_annua","Smelowskia_annua"
"Sophronitis_brevipedunculata","Cattleya_brevipedunculata"
"Sophronitis_esalqueana","Cattleya_esalqueana"
"Sophronitis_fidelensis","Cattleya_fidelensis"
"Sophronitis_harpophylla","Cattleya_harpophylla"
"Sophronitis_mirandae","Cattleya_crispata"
"Sophronitis_purpurata","Cattleya_purpurata"
"Sorbus_dumosa","Pyrus_dumosa"
"Sorindeia_warneckei","Sorindeia_grandifolia"
"Sorindeia_zenkeri","Sorindeia_grandifolia"
"Sorocea_pileata","Sorocea_briquetii"
"Sparattanthelium_macusiorum","Sparattanthelium_wonotoboense"
"Sparganium_stenophyllum","Sparganium_subglobosum"
"Spathicalyx_xanthophylla","Tanaecium_xanthophyllum"
"Spathicarpa_sagittifolia","Spathicarpa_hastifolia"
"Speirantha_convallarioides","Speirantha_gardenii"
"Spermacoce_mauritiana","Spermacoce_exilis"
"Spermolepis_gummifera","Arillastrum_gummiferum"
"Sphenostigma_coelestinum","Salpingostylis_coelestina"
"Sphyrastylis_dalstromii","Ornithocephalus_dalstroemii"
"Spigelia_multispica","Spigelia_hamelioides"
"Spiraeanthemum_pulleanum","Acsmithia_pulleana"
"Spiraeopsis_celebica","Caldcluvia_celebica"
"Spondias_axillaris","Spondias_mombin"
"Stachys_grahamii","Stachys_biflora"
"Stachytarpheta_dichotoma","Stachytarpheta_fallax"
"Staurochilus_ionosma","Staurochilus_ionosmus"
"Stemmadenia_galeottiana","Stemmadenia_litoralis"
"Stemmadenia_obovata","Stemmadenia_pubescens"
"Stemona_erecta","Stemona_sessilifolia"
"Stenomesson_variegatum","Clinanthus_variegatus"
"Stenostachys_gracilis","Hystrix_gracilis"
"Stenostachys_laevis","Hystrix_laevis"
"Stephanodaphne_capitata","Stephanodaphne_geminata"
"Stephanodaphne_oblongifolia","Stephanodaphne_geminata"
"Stephanomeria_blairii","Munzothamnus_blairii"
"Sterculia_alata","Pterygota_alata"
"Sterculia_bequaertii","Sterculia_dawei"
"Sterculia_glabrifolia","Sterculia_frondosa"
"Sterculia_lychnophora","Scaphium_affine"
"Sterculia_ornata","Sterculia_villosa"
"Sterculia_pilosa","Sterculia_speciosa"
"Sterculia_urens","Kavalama_urens"
"Stereospermum_personatum","Stereospermum_tetragonum"
"Stereospermum_sinicum","Radermachera_sinica"
"Stereospermum_suaveolens","Stereospermum_chelonoides"
"Stereospermum_xylocarpum","Radermachera_xylocarpa"
"Steudelia_viridis","Adenogramma_sylvatica"
"Stigmaphyllon_fulgens","Stigmaphyllon_sinuatum"
"Stigmaphyllon_martianum","Stigmaphyllon_sinuatum"
"Stillingia_laurifolia","Sapium_laurifolium"
"Stipa_flexibarbata","Stipa_juncoides"
"Streblus_brunonianus","Pseudomorus_brunoniana"
"Streptocalyx_poeppigii","Aechmea_vallerandii"
"Stromanthe_sanguinea","Stromanthe_thalia"
"Strophostyles_pauciflorus","Strophostyles_leiosperma"
"Strychnos_castelnaei","Strychnos_castelnaeana"
"Strychnos_gerrardii","Strychnos_madagascariensis"
"Strychnos_trichostyla","Strychnos_jobertiana"
"Strychnos_triplinervia","Strychnos_trinervis"
"Stryphnodendron_purpureum","Stryphnodendron_microstachyum"
"Stylogyne_ambigua","Ardisia_ambigua"
"Stypandra_umbellata","Thelionema_umbellatum"
"Styrax_hypoglaucus","Styrax_tonkinensis"
"Styrax_polyneurus","Styrax_warscewiczii"
"Styrax_polyspermus","Bruinsmia_polysperma"
"Styrax_tarapotensis","Styrax_oblongus"
"Styrax_vidalianus","Styrax_pavonii"
"Suaeda_crassifolia","Bassia_crassifolia"
"Suaeda_fruticosa","Suaeda_nigra"
"Sukunia_longipes","Atractocarpus_longipes"
"Sutera_campanulata","Chaenostoma_campanulatum"
"Sutera_floribunda","Chaenostoma_floribundum"
"Sutera_patriotica","Chaenostoma_patrioticum"
"Sutera_revoluta","Chaenostoma_revolutum"
"Sventenia_bupleuroides","Sonchus_bupleuroides"
"Swainsona_salsula","Sphaerophysa_salsula"
"Swartzia_fistuloides","Bobgunnia_fistuloides"
"Swartzia_madagascariensis","Bobgunnia_madagascariensis"
"Sweetia_panamensis","Acosmium_panamense"
"Syagrus_leptospatha","Butia_leptospatha"
"Sycopsis_dunnii","Distyliopsis_dunnii"
"Symphonia_acuminata","Symphonia_urophylla"
